1,89.8,5.6,23,NE -9,"Gronkowski, Rob"
2,81.7,5.1,25,NO -6,"Graham, Jimmy"
3,60.1,4.3,22,NE -9,"Hernandez, Aaron"
4,58.5,3.7,30,DAL-5,"Witten, Jason"
5,58,3.6,36,ATL-7,"Gonzalez, Tony"
6,52.7,3.3,27,DET-5,"Pettigrew, Brandon"
7,50.9,3.9,32,SD -7,"Gates, Antonio"
8,49.8,3.1,27,PHI-7,"Celek, Brent"
9,49.7,3.1,25,GB -10,"Finley, Jermichael"
10,49.1,3.1,27,NYJ-9,"Keller, Dustin"
