1,53.9,3.4,30,SF -9,"Lee, Andy"
2,53.6,3.3,27,DEN-7,"Colquitt, Britton"
3,52.9,3.3,36,RAI-5,"Lechler, Shane"
4,49.9,3.1,28,MIA-7,"Fields, Brandon"
5,49.4,3.1,30,SEA-11,"Ryan, Jon"
