693),17.8,2.2,25,CLE-10,"Ward, T.J."
694),17.5,1.2,24,HOU-8,"Jackson, Kareem"
695),17.4,1.9,27,CIN-8,"Hall, Leon"
696),15.7,1,26,PIT-4,"Lewis, Keenan"
697),15.5,1.1,28,DAL-5,"Pool, Brodney"
698),14.7,2.1,30,ARI-10,"Rhodes, Kerry"
699),13.8,1.2,24,BAL-8,"Smith, Jimmy"
700),13.2,0.9,23,CHI-6,"Conte, Chris"
701),12.4,1,26,PHI-7,"Rodgers-Cromartie, Dominique"
702),12.1,1.1,24,DET-5,"Berry, Aaron"
703),11.9,1.2,24,MIN-11,"Raymond, Mistral"
704),11.7,1.3,25,IND-4,"Thomas, Kevin"
705),11.4,1.9,31,BUF-8,"McGee, Terrence"
706),11.2,1,28,WAS-10,"Meriweather, Brandon"
707),8.4,1.4,25,JAC-6,"Cox, Derek"
708),7.6,0.5,27,IND-4,"Zbikowski, Tom"
709),7.2,0.8,29,MIN-11,"Carr, Chris"
710),6.8,1.1,25,MIN-11,"Cook, Chris"
711),4.9,0.5,22,CLE-10,"Hagg, Eric"
712),3.9,0.3,30,SD -7,"Bigby, Atari"
713),2.5,0.2,26,MIA-7,"Clemons(MIA), Chris"
714),2,0.2,30,RAI-5,"Spencer, Shawntae"
715),1.1,0.1,24,CIN-8,"Mays, Taylor"
716),0.4,0.4,30,RAI-5,"Bartell, Ron"
717),,,22,BUF-8,"Gilmore, Stephon(1)"
718),,,22,CHI-6,"Hardin, Brandon(3)"
719),,,22,CIN-8,"Kirkpatrick, Dre(1)"
720),,,22,DAL-5,"Claiborne, Morris(1)"
721),,,22,GB -10,"Hayward, Casey(2)"
722),,,23,KC -7,"Berry, Eric"
723),,,22,STL-9,"Jenkins, Janoris(2)"
724),,,22,MIN-11,"Smith, Harrison(1)"
725),,,27,NYG-11,"Thomas, Terrell"
726),,,27,ARI-10,"Toler, Greg"
727),,,22,TB -5,"Barron, Mark(1)"
